,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
4716,Adcock Ingram,3.5,(117 Reviews),"Abu Dhabi,Gauteng + 9 more",133 years old,201-500 Employees (India),
4717,Takata,4.4,(117 Reviews),Private,"Delhi/NCR,Delhi + 9 more",62 years old,1k-5k Employees (India)
4718,Matix Fertiliser...,4.0,(117 Reviews),Private,"Mumbai,Maharashtra + 11 more",14 years old,501-1k Employees (India)
4719,Dr Oetker,4.3,(117 Reviews),Bielefeld + 25 more,132 years old,201-500 Employees (India),
4720,Mayur Uniquoters,4.0,(117 Reviews),Public,"Jaipur,Rajasthan + 3 more",31 years old,501-1k Employees (India)
4721,Advantum Health,4.1,(117 Reviews),Private,"Louisville,Kentucky + 2 more",27 years old,201-500 Employees (India)
4722,University of En...,4.0,(117 Reviews),Kolkata + 15 more,9 years old,201-500 Employees (India),
4723,Rama University,3.4,(117 Reviews),Private,"Kanpur,Uttar Pradesh + 8 more",27 years old,51-200 Employees (India)
4724,Classplus,3.2,(117 Reviews),Private,"Noida,Uttar Pradesh + 12 more",8 years old,201-500 Employees (India)
4725,OneClick IT Cons...,4.7,(117 Reviews),Private,"Ahmedabad,Gujarat",11 years old,51-200 Employees (India)
4726,Miraj Group,3.6,(117 Reviews),Private,"Nathdwara,Rajasthan + 16 more",36 years old,5k-10k Employees (India)
4727,Compunnel,3.9,(117 Reviews),Private,"Plainsboro Township,New Jersey + 7 more",29 years old,501-1k Employees (India)
4728,GVK Group,3.8,(1.4k Reviews),Public,Hyderabad + 21 more,31 years old,50k-1 Lakh Employees (India)
4729,Oriental Bank of...,4.4,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",80 years old,501-1k Employees (India)
4730,Food Corporation...,3.9,(116 Reviews),Private,"Delhi/NCR,Delhi + 45 more",58 years old,10k-50k Employees (Global)
4731,IAF,4.4,(116 Reviews),Public,New Delhi + 24 more,91 years old,201-500 Employees (India)
4732,Aurigene Discove...,4.3,(116 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",21 years old,501-1k Employees (India)
4733,SCM Garments,3.8,(116 Reviews),Private,"Agartala,Tripura + 8 more",34 years old,501-1k Employees (India)
4734,Texspin Bearings,4.0,(116 Reviews),Private,"Ahmedabad,Gujarat + 11 more",62 years old,201-500 Employees (India)
4735,Tangoe,3.6,(116 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",23 years old,51-200 Employees (India)
4736,Suminter India O...,4.0,(116 Reviews),Private,"Mumbai,Maharashtra + 13 more",19 years old,201-500 Employees (India)
4737,NSL Textiles,4.1,(116 Reviews),Private,"Guntur,Andhra Pradesh + 10 more",21 years old,1k-5k Employees (India)
4738,Lucy Electric,3.9,(116 Reviews),Private,Thame + 8 more,211 years old,51-200 Employees (India)
4739,Gpt Infraproject...,3.9,(116 Reviews),Public,"Kolkata,West Bengal + 13 more",43 years old,1k-5k Employees (India)
4740,Weikfield Foods,3.9,(116 Reviews),Private,Pune + 23 more,67 years old,501-1k Employees (India)
4741,MUFG Bank,4.0,(116 Reviews),Chiyoda-ku + 9 more,104 years old,1k-5k Employees (India),
4742,InnovationM,3.7,(116 Reviews),Private,"Noida,Uttar Pradesh + 4 more",13 years old,201-500 Employees (India)
4743,Suminter India O...,4.0,(116 Reviews),Private,"Mumbai,Maharashtra + 13 more",19 years old,201-500 Employees (India)
4744,St Regis,4.2,(116 Reviews),Private,New York + 6 more,119 years old,501-1k Employees (India)
4745,Texspin Bearings,4.0,(116 Reviews),Private,"Ahmedabad,Gujarat + 11 more",62 years old,201-500 Employees (India)
4746,Aurigene Discove...,4.3,(116 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",21 years old,501-1k Employees (India)
4747,SCM Garments,3.8,(116 Reviews),Private,"Agartala,Tripura + 8 more",34 years old,501-1k Employees (India)
4748,Oriental Bank of...,4.4,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 31 more",80 years old,501-1k Employees (India)
4749,ABC Bearings,4.0,(116 Reviews),Public,Mumbai + 18 more,62 years old,201-500 Employees (India)
4750,IAF,4.4,(116 Reviews),Public,New Delhi + 24 more,91 years old,201-500 Employees (India)
4751,Infoesearch Ites,3.4,(116 Reviews),Hyderabad + 3 more,16 years old,51-200 Employees (India),
4752,Terrier Security...,4.1,(116 Reviews),Private,Bangalore + 23 more,34 years old,51-200 Employees (India)
4753,Parker Hannifin,4.1,(116 Reviews),Private,"Cleveland,Ohio + 10 more",106 years old,1k-5k Employees (India)
4754,SYNCHRONIZED SUP...,4.1,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 12 more",16 years old,501-1k Employees (India)
4755,EFKON INDIA,3.8,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 13 more",22 years old,201-500 Employees (India)
4756,Indus Valley Par...,3.6,(116 Reviews),Private,New York + 5 more,23 years old,501-1k Employees (India)
4757,Tangoe,3.6,(116 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",23 years old,51-200 Employees (India)
4758,NSL Textiles,4.1,(116 Reviews),Private,"Guntur,Andhra Pradesh + 10 more",21 years old,1k-5k Employees (India)
4759,Kesari Tours,3.9,(116 Reviews),Private,"Mumbai,Maharashtra + 9 more",39 years old,501-1k Employees (India)
4760,Physicswallah,4.4,(116 Reviews),Private,"Allahabad,Uttar Pradesh + 23 more",3 years old,201-500 Employees (India)
4761,Ameyo,3.5,(116 Reviews),Private,"Gurgaon,Haryana + 5 more",20 years old,201-500 Employees (India)
4762,Aditya Birla Nuv...,4.5,(429 Reviews),Public,"Mumbai,Maharashtra + 25 more",76 years old,10k-50k Employees (India)
4763,iB Hubs,4.5,(127 Reviews),Private,Gurgaon + 5 more,7 years old,501-1k Employees (India)
4764,Nova IVI Fertili...,4.0,(115 Reviews),Private,"Bangalore,Karnataka + 22 more",12 years old,501-1k Employees (India)
4765,Rithwik Projects,3.6,(115 Reviews),Hyderabad + 24 more,24 years old,1k-5k Employees (India),
4766,Delhi Internatio...,4.2,(115 Reviews),New Delhi + 3 more,17 years old,1k-5k Employees (India),
4767,Podar Jumbo Kids,4.4,(115 Reviews),Private,Mumbai + 26 more,96 years old,5k-10k Employees (India)
4768,FreshMenu,3.6,(115 Reviews),Private,"Bangalore,Karnataka + 5 more",9 years old,201-500 Employees (India)
4769,Cleartrip,4.1,(115 Reviews),Private,"Mumbai,Maharashtra + 8 more",18 years old,501-1k Employees (India)
4770,Integra Micro Sy...,4.1,(115 Reviews),Private,Bengaluru + 17 more,41 years old,51-200 Employees (India)
4771,Capricorn Logist...,3.7,(115 Reviews),Private,"Mumbai,Maharashtra + 19 more",22 years old,1k-5k Employees (India)
4772,Toyota Financial...,3.8,(115 Reviews),Public,Chandler + 21 more,40 years old,201-500 Employees (India)
4773,KMC Construction...,3.7,(115 Reviews),Public,"Chennai,Tamil Nadu + 22 more",26 years old,201-500 Employees (India)
4774,Acer India,4.0,(115 Reviews),Public,Xizhi + 29 more,47 years old,51-200 Employees (India)
4775,Matrix ComSec,3.8,(115 Reviews),Private,Vadodara + 6 more,32 years old,501-1k Employees (India)
4776,SRR Projects,4.0,(115 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",17 years old,201-500 Employees (India)
4777,Safeducate,4.1,(115 Reviews),Private,New Delhi + 25 more,16 years old,11-50 Employees (India)
4778,Schneider Electr...,4.4,(115 Reviews),Bengaluru/Bangalore + 16 more,,,
4779,Enaltec Labs,3.9,(115 Reviews),"Navi Mumbai,Maharashtra + 4 more",17 years old,51-200 Employees (India),
4780,SEDER GROUP,4.1,(115 Reviews),Riyadh + 9 more,42 years old,10k-50k Employees (Global),
4781,Vishay Precision...,4.0,(115 Reviews),Public,Basingstoke + 4 more,13 years old,1k-5k Employees (India)
4782,Delhi Internatio...,4.2,(115 Reviews),New Delhi + 3 more,17 years old,1k-5k Employees (India),
4783,Rithwik Projects,3.6,(115 Reviews),Hyderabad + 24 more,24 years old,1k-5k Employees (India),
4784,Nova IVI Fertili...,4.0,(115 Reviews),Private,"Bangalore,Karnataka + 22 more",12 years old,501-1k Employees (India)
4785,Epitome Componen...,3.7,(115 Reviews),Private,"Ahmednagar,Maharashtra + 4 more",29 years old,51-200 Employees (India)
4786,Alf Engineering,3.9,(115 Reviews),Private,"Nasik/Nashik,Maharashtra + 8 more",17 years old,201-500 Employees (India)
4787,Leonia Holistic ...,4.1,(115 Reviews),Private,Hyderabad + 6 more,20 years old,201-500 Employees (India)
4788,Harita Techserv,3.4,(115 Reviews),Public,"Chennai,Tamil Nadu + 6 more",27 years old,51-200 Employees (India)
4789,UDS,3.8,(115 Reviews),Private,Chennai + 24 more,38 years old,10k-50k Employees (India)
4790,Epson,4.3,(115 Reviews),Suwa + 36 more,81 years old,201-500 Employees (India),
4791,Purplle.com,3.8,(115 Reviews),Private,"Mumbai,Maharashtra + 9 more",12 years old,201-500 Employees (India)
4792,Podar Jumbo Kids,4.4,(115 Reviews),Private,Mumbai + 26 more,96 years old,5k-10k Employees (India)
4793,Dream Plast Indi...,3.3,(115 Reviews),Pune + 3 more,14 years old,201-500 Employees (India),
4794,Shri Bajrang Pow...,4.0,(115 Reviews),Public,Mumbai + 5 more,21 years old,1k-5k Employees (India)
4795,The Oriental Ins...,4.4,(115 Reviews),Mumbai + 48 more,76 years old,10k-50k Employees (India),
4796,VHS Consulting,3.5,(115 Reviews),Private,Pleasanton + 10 more,14 years old,11-50 Employees (India)
4797,Paytm Mall,3.6,(115 Reviews),"Delhi,NCT + 19 more",13 years old,501-1k Employees (India),
4798,Advanced Micro D...,4.2,(115 Reviews),Private,"Santa Clara,California + 8 more",54 years old,1k-5k Employees (India)
4799,Busibud,3.4,(115 Reviews),Private,"Greater Los Angeles,California + 15 more",10 years old,11-50 Employees (India)
4800,Netoyed,4.1,(115 Reviews),11-50 Employees (India),,,
4801,Reliance Group,4.0,(8.8k Reviews),Private,Mumbai + 36 more,57 years old,1 Lakh+ Employees (India)
4802,Software AG,4.3,(117 Reviews),Private,"Darmstadt,Hesse + 8 more",54 years old,1k-5k Employees (India)
